Temperature  Celsius,Vapour Pressure BarA,Critical Pressure BarA,Density Kg/m3,Sp.Gravity,hf (Btu/lb),hfg (Btu/lb),vf m3/kg,vg m3/kg,Dynamic Viscocity cp,Kinematic Viscocity m2/s
248.3333,38.630756,220.4,801.7248749,0.801724875,463.1000,741.2,0.001247311,0.051584225,1,1.24731E-06
248.8889,38.99617775,220.4,800.5228886,0.800522889,464.3000,740.0,0.001249184,0.051091044,1,1.24918E-06
249.4444,39.3615995,220.4,799.7235647,0.799723565,465.4000,738.7,0.001250432,0.050597863,1,1.25043E-06
250.0000,39.733916,220.4,798.9258354,0.798925835,466.6000,737.5,0.001251681,0.050110925,1,1.25168E-06
250.5556,40.11312725,220.4,798.1296961,0.798129696,467.8000,736.3,0.001252929,0.04963023,1,1.25293E-06
251.1111,40.48544375,220.4,797.3351419,0.797335142,468.9000,735.0,0.001254178,0.049155777,1,1.25418E-06
251.6667,40.864655,220.4,796.5421681,0.796542168,470.1000,733.8,0.001255426,0.048681325,1,1.25543E-06
252.2222,41.250761,220.4,795.75077,0.79575077,471.3000,732.5,0.001256675,0.048219358,1,1.25667E-06
252.7778,41.636867,220.4,794.9609429,0.794960943,472.4000,731.3,0.001257923,0.047757391,1,1.25792E-06
253.3333,42.022973,220.4,794.1726822,0.794172682,473.6000,730.0,0.001259172,0.047301667,1,1.25917E-06
253.8889,42.409079,220.4,793.3859832,0.793385983,474.8000,728.7,0.001260421,0.046852186,1,1.26042E-06
254.4444,42.80207975,220.4,792.2088526,0.792208853,475.9000,727.5,0.001262293,0.046402704,1,1.26229E-06
255.0000,43.20197525,220.4,791.4260375,0.791426038,477.1000,726.2,0.001263542,0.045959466,1,1.26354E-06
255.5556,43.60187075,220.4,790.644768,0.790644768,478.3000,724.9,0.001264791,0.04552247,1,1.26479E-06
256.1111,44.00176625,220.4,789.8650394,0.789865039,479.4000,723.6,0.001266039,0.045091717,1,1.26604E-06
256.6667,44.4085565,220.4,789.0868473,0.789086847,480.6000,722.3,0.001267288,0.044667207,1,1.26729E-06
257.2222,44.81534675,220.4,788.310187,0.788310187,481.8000,721.0,0.001268536,0.044242697,1,1.26854E-06
257.7778,45.222137,220.4,787.148059,0.787148059,483.0000,719.7,0.001270409,0.043824429,1,1.27041E-06
258.3333,45.635822,220.4,786.3752086,0.786375209,484.1000,718.4,0.001271658,0.043412405,1,1.27166E-06
258.8889,46.05640175,220.4,785.6038744,0.785603874,485.3000,717.1,0.001272906,0.04300038,1,1.27291E-06
259.4444,46.47008675,220.4,784.8340519,0.784834052,486.5000,715.8,0.001274155,0.042594598,1,1.27415E-06
260.0000,46.8906665,220.4,783.6821429,0.783682143,487.7000,714.5,0.001276028,0.04219506,1,1.27603E-06
260.5556,47.318141,220.4,782.9160802,0.78291608,488.9000,713.1,0.001277276,0.041795521,1,1.27728E-06
261.1111,47.7456155,220.4,782.1515137,0.782151514,490.1000,711.8,0.001278525,0.041402224,1,1.27852E-06
261.6667,48.17998475,220.4,781.388439,0.781388439,491.3000,710.5,0.001279773,0.041015171,1,1.27977E-06
262.2222,48.60745925,220.4,780.2466147,0.780246615,492.4000,709.1,0.001281646,0.040628118,1,1.28165E-06
262.7778,49.04872325,220.4,779.4872506,0.779487251,493.6000,707.8,0.001282895,0.040247307,1,1.28289E-06
263.3333,49.4830925,220.4,778.7293632,0.778729363,494.8000,706.5,0.001284143,0.039872739,1,1.28414E-06
263.8889,49.93125125,220.4,777.5952913,0.777595291,496.0000,705.1,0.001286016,0.039498172,1,1.28602E-06
264.4444,50.37251525,220.4,776.8410766,0.776841077,497.2000,703.7,0.001287265,0.039129847,1,1.28726E-06
265.0000,50.820674,220.4,775.7124939,0.775712494,498.4000,702.4,0.001289137,0.038761522,1,1.28914E-06
265.5556,51.2757275,220.4,774.9619255,0.774961925,499.6000,701.0,0.001290386,0.038399439,1,1.29039E-06
266.1111,51.730781,220.4,774.2128081,0.774212808,500.8000,699.6,0.001291635,0.0380436,1,1.29163E-06
266.6667,52.1858345,220.4,773.0918436,0.773091844,502.0000,698.2,0.001293507,0.037687761,1,1.29351E-06
267.2222,52.64778275,220.4,772.3463356,0.772346336,503.2000,696.9,0.001294756,0.037338164,1,1.29476E-06
267.7778,53.109731,220.4,771.2307655,0.771230766,504.4000,695.5,0.001296629,0.036988568,1,1.29663E-06
268.3333,53.578574,220.4,770.4888408,0.770488841,505.6000,694.1,0.001297877,0.036645214,1,1.29788E-06
268.8889,54.047417,220.4,769.3786263,0.769378626,506.8000,692.7,0.00129975,0.036308103,1,1.29975E-06
269.4444,54.52315475,220.4,768.6402591,0.768640259,508.1000,691.3,0.001300999,0.035970992,1,1.301E-06
270.0000,54.9988925,220.4,767.5353618,0.767535362,509.3000,689.8,0.001302872,0.035633881,1,1.30287E-06
270.5556,55.47463025,220.4,766.8005266,0.766800527,510.5000,688.4,0.00130412,0.035303013,1,1.30412E-06
271.1111,55.95726275,220.4,765.7009082,0.765700908,511.7000,687.0,0.001305993,0.034978387,1,1.30599E-06
271.6667,56.44679,220.4,764.9695798,0.76496958,512.9000,685.6,0.001307242,0.034653762,1,1.30724E-06
272.2222,56.93631725,220.4,763.8752027,0.763875203,514.1000,684.1,0.001309114,0.034335379,1,1.30911E-06
272.7778,57.4258445,220.4,763.1473559,0.763147356,515.4000,682.7,0.001310363,0.034016997,1,1.31036E-06
273.3333,57.9222665,220.4,762.0581827,0.762058183,516.6000,681.3,0.001312236,0.033704857,1,1.31224E-06
273.8889,58.42558325,220.4,760.972114,0.760972114,517.8000,679.8,0.001314109,0.033392717,1,1.31411E-06
274.4444,58.92200525,220.4,760.2497864,0.760249786,519.0000,678.3,0.001315357,0.03308682,1,1.31536E-06
275.0000,59.43221675,220.4,759.1688626,0.759168863,520.3000,676.9,0.00131723,0.032780923,1,1.31723E-06
275.5556,59.94242825,220.4,758.4499527,0.758449953,521.5000,675.4,0.001318479,0.032475026,1,1.31848E-06
276.1111,60.45263975,220.4,757.3741371,0.757374137,522.7000,673.9,0.001320351,0.032175372,1,1.32035E-06
276.6667,60.969746,220.4,756.3013692,0.756301369,524.0000,672.4,0.001322224,0.03188196,1,1.32222E-06
277.2222,61.48685225,220.4,755.231636,0.755231636,525.2000,671.0,0.001324097,0.031588549,1,1.3241E-06
277.7778,62.01085325,220.4,754.5201602,0.75452016,526.4000,669.5,0.001325346,0.031295137,1,1.32535E-06
278.3333,62.53485425,220.4,753.4554563,0.753455456,527.7000,668.0,0.001327218,0.031007969,1,1.32722E-06
278.8889,63.06575,220.4,752.3937529,0.752393753,528.9000,666.4,0.001329091,0.030727043,1,1.32909E-06
279.4444,63.59664575,220.4,751.3350375,0.751335038,530.2000,664.9,0.001330964,0.030446117,1,1.33096E-06
280.0000,64.1275415,220.4,750.630881,0.750630881,531.4000,663.4,0.001332213,0.030165191,1,1.33221E-06
280.5556,64.67222675,220.4,749.5771175,0.749577117,532.7000,661.9,0.001334086,0.029884265,1,1.33409E-06
281.1111,65.21001725,220.4,748.5263084,0.748526308,533.9000,660.4,0.001335958,0.029615825,1,1.33596E-06
281.6667,65.76159725,220.4,747.4784414,0.747478441,535.2000,658.8,0.001337831,0.029341142,1,1.33783E-06
282.2222,66.3062825,220.4,746.4335042,0.746433504,536.4000,657.3,0.001339704,0.029072702,1,1.3397E-06
282.7778,66.86475725,220.4,745.3914844,0.745391484,537.7000,655.7,0.001341577,0.028804262,1,1.34158E-06
283.3333,67.41633725,220.4,744.6984193,0.744698419,538.9000,654.2,0.001342825,0.028542064,1,1.34283E-06
283.8889,67.98170675,220.4,743.6612349,0.743661235,540.2000,652.6,0.001344698,0.028279867,1,1.3447E-06
284.4444,68.5401815,220.4,742.6269356,0.742626936,541.5000,651.0,0.001346571,0.028023912,1,1.34657E-06
285.0000,69.08486675,220.4,741.5955093,0.741595509,542.7000,649.4,0.001348444,0.027767958,1,1.34844E-06
285.5556,69.70539425,220.4,740.5669441,0.740566944,544.0000,647.8,0.001350317,0.027512003,1,1.35032E-06
286.1111,70.25697425,220.4,739.5412281,0.739541228,545.3000,646.3,0.00135219,0.027262291,1,1.35219E-06
286.6667,70.80855425,220.4,738.5183495,0.738518349,546.5000,644.7,0.001354062,0.027012579,1,1.35406E-06
287.2222,71.42908175,220.4,737.4982965,0.737498297,547.8000,643.0,0.001355935,0.026762867,1,1.35594E-06
287.7778,71.98066175,220.4,736.4810575,0.736481057,549.1000,641.4,0.001357808,0.026519398,1,1.35781E-06
288.3333,72.60118925,220.4,735.4666208,0.735466621,550.4000,639.8,0.001359681,0.026275929,1,1.35968E-06
288.8889,73.15276925,220.4,734.1183776,0.734118378,551.7000,638.2,0.001362178,0.026038703,1,1.36218E-06
289.4444,73.77329675,220.4,733.1104348,0.733110435,552.9000,636.5,0.001364051,0.025801477,1,1.36405E-06
290.0000,74.39382425,220.4,732.1052559,0.732105256,554.2000,634.9,0.001365924,0.02556425,1,1.36592E-06
290.5556,75.01435175,220.4,731.1028298,0.73110283,555.5000,633.2,0.001367797,0.025327024,1,1.3678E-06
291.1111,75.56593175,220.4,730.1031449,0.730103145,556.8000,631.6,0.001369669,0.025096041,1,1.36967E-06
291.6667,76.18645925,220.4,729.1061903,0.72910619,558.1000,629.9,0.001371542,0.0248713,1,1.37154E-06
292.2222,76.80698675,220.4,727.7811449,0.727781145,559.4000,628.2,0.001374039,0.024640317,1,1.37404E-06
292.7778,77.42751425,220.4,726.7905172,0.726790517,560.7000,626.6,0.001375912,0.024415576,1,1.37591E-06
293.3333,78.04804175,220.4,725.8025827,0.725802583,562.0000,624.9,0.001377785,0.024190835,1,1.37779E-06
293.8889,78.66856925,220.4,724.8173303,0.72481733,563.3000,623.2,0.001379658,0.023972337,1,1.37966E-06
294.4444,79.28909675,220.4,723.5078139,0.723507814,564.6000,621.5,0.001382155,0.02375384,1,1.38216E-06
295.0000,79.97857175,220.4,722.5287776,0.722528778,565.9000,619.7,0.001384028,0.023535342,1,1.38403E-06
295.5556,80.59909925,220.4,721.2275101,0.72122751,567.2000,618.0,0.001386525,0.023323087,1,1.38653E-06
296.1111,81.21962675,220.4,720.2546313,0.720254631,568.6000,616.3,0.001388398,0.023104589,1,1.3884E-06
296.6667,81.90910175,220.4,719.2843736,0.719284374,569.9000,614.5,0.001390271,0.022898576,1,1.39027E-06
297.2222,82.52962925,220.4,717.9947557,0.717994756,571.2000,612.8,0.001392768,0.022686321,1,1.39277E-06
297.7778,83.15015675,220.4,717.030573,0.717030573,572.5000,611.0,0.001394641,0.022480309,1,1.39464E-06
298.3333,83.83963175,220.4,715.749017,0.715749017,573.8000,609.3,0.001397138,0.022274297,1,1.39714E-06
298.8889,84.52910675,220.4,714.7908523,0.714790852,575.2000,607.5,0.001399011,0.022068285,1,1.39901E-06
299.4444,85.14963425,220.4,713.5172829,0.713517283,576.5000,605.7,0.001401508,0.021868515,1,1.40151E-06
300.0000,85.83910925,220.4,712.5650801,0.71256508,577.8000,603.9,0.001403381,0.021668746,1,1.40338E-06
300.5556,86.52858425,220.4,711.2994227,0.711299423,579.2000,602.1,0.001405878,0.021468976,1,1.40588E-06
301.1111,87.21805925,220.4,710.0382535,0.710038254,580.5000,600.3,0.001408375,0.021269207,1,1.40837E-06
301.6667,87.83858675,220.4,709.0953077,0.709095308,581.9000,598.5,0.001410248,0.02107568,1,1.41025E-06
302.2222,88.52806175,220.4,707.8419355,0.707841935,583.2000,596.7,0.001412745,0.020882153,1,1.41274E-06
302.7778,89.21753675,220.4,706.5929863,0.706592986,584.6000,594.8,0.001415242,0.020688627,1,1.41524E-06
303.3333,89.97595925,220.4,705.3484368,0.705348437,585.9000,593.0,0.001417739,0.020501343,1,1.41774E-06
303.8889,90.66543425,220.4,704.417898,0.704417898,587.3000,591.1,0.001419612,0.020314059,1,1.41961E-06
304.4444,91.35490925,220.4,703.1809921,0.703180992,588.6000,589.2,0.001422109,0.020126775,1,1.42211E-06
305.0000,92.04438425,220.4,701.9484224,0.701948422,590.0000,587.4,0.001424606,0.019939491,1,1.42461E-06
305.5556,92.73385925,220.4,700.7201662,0.700720166,591.4000,585.5,0.001427103,0.01975845,1,1.4271E-06
306.1111,93.49228175,220.4,699.4962009,0.699496201,592.7000,583.6,0.0014296,0.019571166,1,1.4296E-06
306.6667,94.18175675,220.4,698.2765039,0.698276504,594.1000,581.7,0.001432097,0.019390125,1,1.4321E-06
307.2222,94.94017925,220.4,697.0610531,0.697061053,595.5000,579.8,0.001434595,0.019215327,1,1.43459E-06
307.7778,95.62965425,220.4,695.8498262,0.695849826,596.9000,577.8,0.001437092,0.019034286,1,1.43709E-06
308.3333,96.38807675,220.4,694.6428014,0.694642801,598.2000,575.9,0.001439589,0.018859487,1,1.43959E-06
308.8889,97.14649925,220.4,693.4399567,0.693439957,599.6000,573.9,0.001442086,0.018684689,1,1.44209E-06
309.4444,97.83597425,220.4,692.2412705,0.692241271,601.0000,572.0,0.001444583,0.018509891,1,1.44458E-06
310.0000,98.59439675,220.4,691.0467213,0.691046721,602.4000,570.0,0.00144708,0.018341335,1,1.44708E-06
310.5556,99.35281925,220.4,689.5593198,0.68955932,603.8000,568.0,0.001450202,0.01817278,1,1.4502E-06
311.1111,100.1112418,220.4,688.3740009,0.688374001,605.2000,566.0,0.001452699,0.017997981,1,1.4527E-06
311.6667,100.8696643,220.4,687.1927499,0.68719275,606.6000,564.0,0.001455196,0.017835669,1,1.4552E-06
312.2222,101.6280868,220.4,686.015546,0.686015546,608.0000,562.0,0.001457693,0.017667113,1,1.45769E-06
312.7778,102.3865093,220.4,684.5497009,0.684549701,609.5000,560.0,0.001460814,0.017504801,1,1.46081E-06
313.3333,103.1449318,220.4,683.3815273,0.683381527,610.9000,557.9,0.001463311,0.017336245,1,1.46331E-06
313.8889,103.9723018,220.4,681.9269051,0.681926905,612.3000,555.9,0.001466433,0.017173932,1,1.46643E-06
314.4444,104.7307243,220.4,680.7676583,0.680767658,613.7000,553.8,0.00146893,0.017017862,1,1.46893E-06
315.0000,105.4891468,220.4,679.3241306,0.679324131,615.2000,551.7,0.001472051,0.01685555,1,1.47205E-06
315.5556,106.3165168,220.4,678.1737087,0.678173709,616.6000,549.6,0.001474548,0.01669948,1,1.47455E-06
316.1111,107.0749393,220.4,676.7411491,0.676741149,618.0000,547.5,0.00147767,0.01654341,1,1.47767E-06
316.6667,107.9023093,220.4,675.5994517,0.675599452,619.5000,545.4,0.001480167,0.01638734,1,1.48017E-06
317.2222,108.7296793,220.4,674.1777357,0.674177736,620.9000,543.3,0.001483288,0.01623127,1,1.48329E-06
317.7778,109.4881018,220.4,672.7619908,0.672761991,622.4000,541.2,0.00148641,0.0160752,1,1.48641E-06
318.3333,110.3154718,220.4,671.3521794,0.671352179,623.8000,539.0,0.001489531,0.015925373,1,1.48953E-06
318.8889,111.1428418,220.4,670.2285774,0.670228577,625.3000,536.8,0.001492028,0.015775546,1,1.49203E-06
319.4444,111.9702118,220.4,668.8293528,0.668829353,626.8000,534.7,0.00149515,0.015625719,1,1.49515E-06
320.0000,112.7975818,220.4,667.4359583,0.667435958,628.2000,532.5,0.001498271,0.015475892,1,1.49827E-06
320.5556,113.6249518,220.4,666.0483576,0.666048358,629.7000,530.2,0.001501392,0.015326065,1,1.50139E-06
321.1111,114.4523218,220.4,664.6665145,0.664666515,631.2000,528.0,0.001504514,0.01518248,1,1.50451E-06
321.6667,115.2796918,220.4,663.2903934,0.663290393,632.7000,525.8,0.001507635,0.015038896,1,1.50764E-06
322.2222,116.1760093,220.4,661.646551,0.661646551,634.2000,523.5,0.001511381,0.014895312,1,1.51138E-06
322.7778,117.0033793,220.4,660.2828937,0.660282894,635.7000,521.3,0.001514502,0.014751727,1,1.5145E-06
323.3333,117.8307493,220.4,658.9248457,0.658924846,637.2000,519.0,0.001517624,0.014608143,1,1.51762E-06
323.8889,118.7270668,220.4,657.5723727,0.657572373,638.7000,516.7,0.001520745,0.014464559,1,1.52075E-06
324.4444,119.5544368,220.4,655.9567158,0.655956716,640.2000,514.4,0.001524491,0.014327217,1,1.52449E-06
325.0000,120.4507543,220.4,654.6163874,0.654616387,641.7000,512.0,0.001527612,0.014189876,1,1.52761E-06
325.5556,121.3470718,220.4,653.0152059,0.653015206,643.2000,509.7,0.001531358,0.014052534,1,1.53136E-06
326.1111,122.2433893,220.4,651.6868592,0.651686859,644.7000,507.3,0.001534479,0.013915193,1,1.53448E-06
326.6667,123.0707593,220.4,650.0999594,0.650099959,646.3000,504.9,0.001538225,0.013777851,1,1.53822E-06
327.2222,123.9670768,220.4,648.5207692,0.648520769,647.8000,502.5,0.001541971,0.013646753,1,1.54197E-06
327.7778,124.8633943,220.4,647.2106263,0.647210626,649.4000,500.1,0.001545092,0.013509411,1,1.54509E-06
328.3333,125.7597118,220.4,645.6454252,0.645645425,650.9000,497.7,0.001548838,0.013378312,1,1.54884E-06
328.8889,126.7249768,220.4,644.0877764,0.644087776,652.5000,495.2,0.001552583,0.013247214,1,1.55258E-06
329.4444,127.6212943,220.4,642.5376254,0.642537625,654.1000,492.7,0.001556329,0.013116115,1,1.55633E-06
330.0000,128.5176118,220.4,640.994918,0.640994918,655.6000,490.3,0.001560075,0.012985016,1,1.56007E-06
330.5556,129.4139293,220.4,639.4596008,0.639459601,657.2000,487.7,0.00156382,0.012853917,1,1.56382E-06
331.1111,130.3791943,220.4,637.9316209,0.637931621,658.8000,485.2,0.001567566,0.012729061,1,1.56757E-06
331.6667,131.2755118,220.4,636.1581811,0.636158181,660.4000,482.7,0.001571936,0.012597963,1,1.57194E-06
332.2222,132.2407768,220.4,634.6459192,0.634645919,662.0000,480.1,0.001575682,0.012473107,1,1.57568E-06
332.7778,133.2060418,220.4,633.14083,0.63314083,663.6000,477.5,0.001579427,0.012348251,1,1.57943E-06
333.3333,134.1023593,220.4,631.3938904,0.63139389,665.2000,474.9,0.001583797,0.012223395,1,1.5838E-06
333.8889,135.0676243,220.4,629.9041683,0.629904168,666.8000,472.3,0.001587543,0.012098539,1,1.58754E-06
334.4444,136.0328893,220.4,628.1750196,0.62817502,668.5000,469.6,0.001591913,0.011973683,1,1.59191E-06
335.0000,136.9981543,220.4,626.4553383,0.626455338,670.1000,466.9,0.001596283,0.01185507,1,1.59628E-06
335.5556,137.9634193,220.4,624.7450468,0.624745047,671.7000,464.2,0.001600653,0.011730214,1,1.60065E-06
336.1111,138.9286843,220.4,623.0440685,0.623044068,673.4000,461.5,0.001605023,0.011611601,1,1.60502E-06
336.6667,139.9628968,220.4,621.3523274,0.621352327,675.1000,458.8,0.001609393,0.011492988,1,1.60939E-06
337.2222,140.9281618,220.4,619.6697485,0.619669749,676.7000,456.0,0.001613763,0.011374375,1,1.61376E-06
337.7778,141.8934268,220.4,617.9962577,0.617996258,678.4000,453.2,0.001618133,0.011255762,1,1.61813E-06
338.3333,142.9276393,220.4,616.0947308,0.616094731,680.1000,450.4,0.001623127,0.011137148,1,1.62313E-06
338.8889,143.8929043,220.4,614.440468,0.614440468,681.8000,447.5,0.001627497,0.011018535,1,1.6275E-06
339.4444,144.9271168,220.4,612.5607266,0.612560727,683.5000,444.7,0.001632491,0.010906165,1,1.63249E-06
340.0000,145.9613293,220.4,610.6924514,0.610692451,685.2000,441.8,0.001637485,0.010787552,1,1.63749E-06
340.5556,146.9265943,220.4,608.8355378,0.608835538,686.9000,438.8,0.00164248,0.010675182,1,1.64248E-06
341.1111,147.9608068,220.4,606.9898825,0.606989883,688.7000,435.9,0.001647474,0.010556568,1,1.64747E-06
341.6667,148.9950193,220.4,605.1553835,0.605155383,690.4000,432.9,0.001652468,0.010444198,1,1.65247E-06
342.2222,150.0292318,220.4,603.3319397,0.60333194,692.2000,429.9,0.001657462,0.010331828,1,1.65746E-06
342.7778,151.1323918,220.4,601.5194517,0.601519452,694.0000,426.8,0.001662457,0.010219457,1,1.66246E-06
343.3333,152.1666043,220.4,599.4933757,0.599493376,695.7000,423.7,0.001668075,0.010107087,1,1.66808E-06
343.8889,153.2008168,220.4,597.7038433,0.597703843,697.5000,420.6,0.001673069,0.01000096,1,1.67307E-06
344.4444,154.2350293,220.4,595.703347,0.595703347,699.3000,417.5,0.001678688,0.009888589,1,1.67869E-06
345.0000,155.3381893,220.4,593.7161972,0.593716197,701.2000,414.3,0.001684306,0.009776219,1,1.68431E-06
345.5556,156.3724018,220.4,591.7422608,0.591742261,703.0000,411.1,0.001689925,0.009670091,1,1.68992E-06
346.1111,157.4755618,220.4,589.5643357,0.589564336,704.8000,407.8,0.001696168,0.009557721,1,1.69617E-06
346.6667,158.5787218,220.4,587.617865,0.587617865,706.7000,404.5,0.001701786,0.009451593,1,1.70179E-06
347.2222,159.6818818,220.4,585.4701389,0.585470139,708.6000,401.2,0.001708029,0.009345466,1,1.70803E-06
347.7778,160.7850418,220.4,583.3380554,0.583338055,710.5000,397.8,0.001714272,0.009239338,1,1.71427E-06
348.3333,161.8882018,220.4,581.2214441,0.581221444,712.4000,394.4,0.001720515,0.009126968,1,1.72051E-06
348.8889,162.9913618,220.4,579.1201374,0.579120137,714.3000,391.0,0.001726757,0.009020841,1,1.72676E-06
349.4444,164.0945218,220.4,576.8261793,0.576826179,716.2000,387.5,0.001733625,0.008914713,1,1.73362E-06
350.0000,165.1976818,220.4,574.7564765,0.574756476,718.2000,383.9,0.001739867,0.008814828,1,1.73987E-06
350.5556,166.3697893,220.4,572.4968906,0.572496891,720.1000,380.4,0.001746734,0.008708701,1,1.74673E-06
351.1111,167.4729493,220.4,570.2550018,0.570255002,722.1000,376.7,0.001753601,0.008602573,1,1.7536E-06
351.6667,168.6450568,220.4,567.8292449,0.567829245,724.1000,373.0,0.001761093,0.008496446,1,1.76109E-06
352.2222,169.7482168,220.4,565.4240381,0.565424038,726.1000,369.3,0.001768584,0.008396561,1,1.76858E-06
352.7778,170.9203243,220.4,563.0391213,0.563039121,728.2000,365.5,0.001776076,0.008290433,1,1.77608E-06
353.3333,172.0924318,220.4,560.6742387,0.560674239,730.2000,361.6,0.001783567,0.008190549,1,1.78357E-06
353.8889,173.2645393,220.4,558.3291391,0.558329139,732.3000,357.7,0.001791058,0.008084421,1,1.79106E-06
354.4444,174.4366468,220.4,555.8106523,0.555810652,734.4000,353.8,0.001799174,0.007984536,1,1.79917E-06
355.0000,175.6087543,220.4,553.1237224,0.553123722,736.6000,349.7,0.001807914,0.007878409,1,1.80791E-06
355.5556,176.7808618,220.4,550.6518735,0.550651873,738.7000,345.6,0.001816029,0.007778524,1,1.81603E-06
356.1111,178.0219168,220.4,548.0144714,0.548014471,740.9000,341.5,0.001824769,0.007672397,1,1.82477E-06
356.6667,179.1940243,220.4,545.4022131,0.545402213,743.1000,337.2,0.001833509,0.007572512,1,1.83351E-06
357.2222,180.4350793,220.4,542.6308604,0.54263086,745.4000,332.9,0.001842873,0.007472627,1,1.84287E-06
357.7778,181.6071868,220.4,539.8875295,0.539887529,747.6000,328.5,0.001852238,0.0073665,1,1.85224E-06
358.3333,182.8482418,220.4,536.9917197,0.53699172,750.0000,324.0,0.001862226,0.007266615,1,1.86223E-06
358.8889,184.0892968,220.4,534.1268089,0.534126809,752.3000,319.4,0.001872215,0.00716673,1,1.87221E-06
359.4444,185.3303518,220.4,531.1161472,0.531116147,754.7000,314.8,0.001882827,0.007060603,1,1.88283E-06
360.0000,186.5714068,220.4,528.1392351,0.528139235,757.1000,310.0,0.00189344,0.006960718,1,1.89344E-06
360.5556,187.8124618,220.4,525.0233694,0.525023369,759.5000,305.1,0.001904677,0.006860833,1,1.90468E-06
361.1111,189.0535168,220.4,521.7740391,0.521774039,762.0000,300.1,0.001916538,0.006754705,1,1.91654E-06
361.6667,190.3635193,220.4,518.5646811,0.518564681,764.6000,295.0,0.0019284,0.006654821,1,1.9284E-06
362.2222,191.6045743,220.4,515.2287874,0.515228787,767.2000,289.8,0.001940885,0.006548693,1,1.94089E-06
362.7778,192.9145768,220.4,511.7719808,0.511771981,769.8000,284.4,0.001953995,0.006448808,1,1.954E-06
363.3333,194.1556318,220.4,508.3612504,0.50836125,772.5000,278.9,0.001967105,0.006342681,1,1.96711E-06
363.8889,195.4656343,220.4,504.6774732,0.504677473,775.3000,273.2,0.001981464,0.006239675,1,1.98146E-06
364.4444,196.7756368,220.4,500.890025,0.500890025,778.1000,267.4,0.001996446,0.006134796,1,1.99645E-06
365.0000,198.0856393,220.4,497.0047471,0.497004747,781.0000,261.4,0.002012053,0.006028668,1,2.01205E-06
365.5556,199.3956418,220.4,493.0274854,0.493027485,784.0000,255.1,0.002028284,0.005921292,1,2.02828E-06
366.1111,200.7745918,220.4,488.8148612,0.488814861,787.1000,248.6,0.002045764,0.005812668,1,2.04576E-06
366.6667,202.0845943,220.4,484.5270115,0.484527011,790.3000,241.9,0.002063868,0.005702794,1,2.06387E-06
367.2222,203.4635443,220.4,479.8820551,0.479882055,793.6000,234.9,0.002083845,0.005591673,1,2.08385E-06
367.7778,204.7735468,220.4,475.1843073,0.475184307,797.0000,227.5,0.002104447,0.005478054,1,2.10445E-06
368.3333,206.1524968,220.4,470.1632815,0.470163281,800.6000,219.8,0.002126921,0.005361938,1,2.12692E-06
368.8889,207.5314468,220.4,464.8422229,0.464842223,804.3000,211.6,0.002151268,0.0052427,1,2.15127E-06
369.4444,208.9103968,220.4,459.2449255,0.459244925,808.2000,203.0,0.002177487,0.005119717,1,2.17749E-06
370.0000,210.2893468,220.4,453.1389816,0.453138982,812.4000,193.7,0.002206828,0.004992988,1,2.20683E-06
370.5556,211.6682968,220.4,446.5699192,0.446569919,817.0000,183.6,0.002239291,0.004859393,1,2.23929E-06
371.1111,213.1161943,220.4,439.2230052,0.439223005,821.9000,172.5,0.002276748,0.00471893,1,2.27675E-06
372.235,215.999,220.4,420.876,0.420876,833.888,170,0.002375997,0.0047,1,2.376E-06
